"DATE","RES ELE FEET","","STORAGE AF","","RES CHG AF","","TOC STO AF","","ABV TOC AF","","OUTFLOW CFS","","INFLOW CFS","","EVAP CFS","","RIV REL CFS","","PPT INC INCHES","","SPILL CFS","","DC PUMP CFS","","DIS PWR CFS",""
"12/09/2016","413.30","","474,795","","5,822","","577,000","","-102,205","","1,284","","4,219","","0","","0","","0.04","","0","","77","","1,207",""
"12/10/2016","421.90","","543,692","","68,897","","577,000","","-33,308","","1,285","","36,020","","0","","0","","1.24","","0","","77","","1,208",""
"12/11/2016","428.40","","599,460","","55,768","","577,000","","22,460","","1,759","","29,907","","32","","0","","0.01","","0","","65","","1,694",""
"12/12/2016","430.37","","616,967","","17,507","","577,000","","39,967","","3,215","","12,047","","6","","0","","0.00","","0","","66","","3,149",""
"12/13/2016","431.29","","625,236","","8,269","","577,000","","48,236","","5,208","","9,377","","0","","0","","0.02","","0","","70","","5,138",""
"12/14/2016","430.68","","619,747","","-5,489","","577,000","","42,747","","10,566","","7,799","","0","","3,458","","0.00","","0","","67","","7,041",""
"12/15/2016","427.74","","593,655","","-26,092","","577,000","","16,655","","25,580","","12,425","","0","","11,591","","2.01","","6,232","","55","","7,702",""
"12/16/2016","430.18","","615,264","","21,609","","577,000","","38,264","","32,017","","42,914","","3","","18,046","","0.03","","6,026","","59","","7,886",""
"12/17/2016","427.43","","590,942","","-24,322","","577,000","","13,942","","30,223","","17,976","","15","","22,199","","0.00","","0","","64","","7,960",""
"12/18/2016","423.25","","555,017","","-35,925","","577,000","","-21,983","","30,191","","12,090","","11","","22,113","","0.00","","0","","64","","8,014",""
"12/19/2016","419.06","","520,323","","-34,694","","577,000","","-56,677","","26,853","","9,370","","8","","18,927","","0.00","","0","","73","","7,853",""
"12/20/2016","415.36","","490,795","","-29,528","","577,000","","-86,205","","22,878","","7,999","","8","","15,384","","0.00","","0","","66","","7,428",""
"12/21/2016","412.49","","468,591","","-22,204","","577,000","","-108,409","","17,909","","6,720","","5","","11,098","","0.00","","0","","64","","6,747",""
"12/22/2016","410.33","","452,284","","-16,307","","577,000","","-124,716","","14,729","","6,516","","8","","7,535","","0.00","","0","","57","","7,137",""
"12/23/2016","408.59","","439,409","","-12,875","","577,000","","-137,591","","12,014","","5,523","","0","","4,797","","0.27","","0","","57","","7,160",""
"12/24/2016","407.23","","429,513","","-9,896","","577,000","","-147,487","","10,482","","5,495","","2","","3,234","","0.00","","0","","64","","7,184",""
"12/25/2016","405.98","","420,543","","-8,970","","577,000","","-156,457","","9,121","","4,606","","7","","1,850","","0.00","","0","","66","","7,205",""
"12/26/2016","405.20","","415,021","","-5,522","","577,000","","-161,979","","7,773","","4,999","","10","","413","","0.00","","0","","68","","7,292",""
"12/27/2016","404.41","","409,475","","-5,546","","577,000","","-167,525","","7,257","","4,470","","9","","0","","0.00","","0","","67","","7,190",""
"12/28/2016","403.92","","406,051","","-3,424","","577,000","","-170,949","","6,488","","4,771","","9","","0","","0.00","","0","","66","","6,422",""
"12/29/2016","403.73","","404,737","","-1,314","","577,000","","-172,263","","5,252","","4,597","","7","","0","","0.00","","0","","64","","5,188",""
"12/30/2016","403.36","","402,177","","-2,560","","577,000","","-174,823","","5,421","","4,139","","9","","0","","0.00","","0","","67","","5,354",""
"12/31/2016","403.06","","400,101","","-2,076","","577,000","","-176,899","","5,341","","4,296","","2","","0","","0.00","","0","","72","","5,269",""
"01/01/2017","402.77","","398,113","","-1,988","","577,000","","-178,887","","4,650","","3,655","","7","","0","","0.00","","0","","76","","4,574",""
"01/02/2017","402.73","","397,839","","-274","","577,000","","-179,161","","4,269","","4,131","","0","","0","","0.28","","0","","70","","4,199",""
"01/03/2017","403.12","","400,516","","2,677","","577,000","","-176,484","","3,727","","5,077","","0","","0","","0.66","","0","","66","","3,661",""
"01/04/2017","407.46","","431,178","","30,662","","577,000","","-145,822","","3,535","","18,994","","0","","0","","0.90","","0","","60","","3,475",""
"01/05/2017","411.59","","461,754","","30,576","","577,000","","-115,246","","9,056","","24,476","","5","","2,886","","0.00","","0","","60","","6,110",""
"01/06/2017","411.45","","460,696","","-1,058","","577,000","","-116,304","","15,531","","15,006","","8","","8,450","","0.00","","0","","63","","7,018",""
"01/07/2017","408.66","","439,922","","-20,774","","577,000","","-137,078","","24,604","","14,131","","0","","17,082","","0.81","","0","","66","","7,456",""
"01/08/2017","416.83","","502,403","","62,481","","577,000","","-74,597","","30,204","","61,704","","0","","22,455","","1.83","","0","","70","","7,679",""
"01/09/2017","430.81","","620,912","","118,509","","577,000","","43,912","","34,028","","93,775","","0","","22,135","","0.38","","4,706","","76","","7,111",""
"01/10/2017","436.59","","674,002","","53,090","","577,000","","97,002","","46,021","","72,787","","0","","13,911","","2.57","","24,939","","69","","7,102",""
"01/11/2017","440.12","","707,516","","33,514","","577,000","","130,516","","57,812","","74,708","","0","","13,400","","0.33","","37,260","","65","","7,087",""
"01/12/2017","436.13","","669,690","","-37,826","","577,000","","92,690","","54,590","","35,529","","9","","15,039","","0.40","","32,353","","64","","7,134",""
"01/13/2017","431.40","","626,230","","-43,460","","577,000","","49,230","","45,321","","23,419","","9","","18,238","","0.40","","19,925","","71","","7,087",""
"01/14/2017","427.78","","594,005","","-32,225","","577,000","","17,005","","34,375","","18,134","","6","","22,280","","0.00","","5,033","","70","","6,992",""
"01/15/2017","423.91","","560,599","","-33,406","","577,000","","-16,401","","32,327","","15,491","","6","","25,202","","0.00","","0","","65","","7,060",""
"01/16/2017","419.44","","523,421","","-37,178","","577,000","","-53,579","","32,075","","13,339","","8","","24,788","","0.00","","6","","59","","7,222",""
"01/17/2017","414.49","","484,000","","-39,421","","577,000","","-93,000","","31,943","","12,074","","5","","24,445","","0.00","","0","","62","","7,436",""
"01/18/2017","409.58","","446,705","","-37,295","","577,000","","-130,295","","31,820","","13,017","","0","","24,057","","0.91","","0","","63","","7,700",""
"01/19/2017","405.66","","418,278","","-28,427","","577,000","","-158,722","","31,661","","17,329","","0","","24,518","","0.21","","0","","61","","7,082",""
"01/20/2017","402.54","","396,540","","-21,738","","577,000","","-180,460","","32,035","","21,076","","0","","24,950","","0.69","","0","","61","","7,024",""
"01/21/2017","400.77","","384,552","","-11,988","","577,000","","-192,448","","25,123","","19,084","","5","","18,123","","0.10","","0","","59","","6,941",""
"01/22/2017","400.84","","385,020","","468","","577,000","","-191,980","","18,340","","18,576","","0","","11,490","","0.31","","0","","67","","6,783",""
"01/23/2017","402.37","","395,377","","10,357","","577,000","","-181,623","","15,001","","20,223","","0","","8,273","","0.34","","0","","77","","6,651",""
"01/24/2017","403.21","","401,139","","5,762","","577,000","","-175,861","","12,940","","15,852","","7","","6,307","","0.00","","0","","73","","6,560",""
"01/25/2017","403.71","","404,598","","3,459","","577,000","","-172,402","","10,707","","12,463","","12","","4,212","","0.00","","0","","52","","6,443",""
"01/26/2017","404.02","","406,745","","2,147","","577,000","","-170,255","","9,273","","10,369","","14","","2,902","","0.00","","0","","60","","6,311",""
"01/27/2017","404.23","","408,215","","1,470","","577,000","","-168,785","","8,358","","9,115","","16","","1,840","","0.00","","0","","58","","6,460",""
"01/28/2017","404.28","","408,565","","350","","577,000","","-168,435","","8,277","","8,465","","12","","1,531","","0.00","","0","","70","","6,676",""
"01/29/2017","404.42","","409,545","","980","","577,000","","-167,455","","7,706","","8,212","","12","","1,531","","0.00","","0","","69","","6,106",""
"01/30/2017","404.13","","407,515","","-2,030","","577,000","","-169,485","","7,819","","6,803","","7","","1,300","","0.00","","0","","64","","6,455",""
"01/31/2017","404.26","","408,425","","910","","577,000","","-168,575","","6,516","","6,984","","9","","0","","0.00","","0","","61","","6,455",""
"02/01/2017","404.11","","407,375","","-1,050","","577,000","","-169,625","","6,847","","6,325","","7","","0","","0.00","","0","","66","","6,781",""
"02/02/2017","404.03","","406,815","","-560","","577,000","","-170,185","","7,594","","7,312","","0","","164","","0.08","","0","","66","","7,364",""
"02/03/2017","405.30","","415,729","","--","","577,000","","-161,271","","7,757","","12,251","","0","","324","","1.03","","0","","67","","7,366",""
"02/04/2017","408.18","","436,407","","20,678","","577,000","","-140,593","","12,654","","23,086","","7","","5,141","","0.00","","0","","66","","7,447",""
"02/05/2017","408.69","","440,141","","3,734","","577,000","","-136,859","","16,426","","18,309","","0","","8,892","","0.29","","0","","67","","7,467",""
"02/06/2017","409.82","","448,482","","8,341","","577,000","","-128,518","","22,436","","26,641","","0","","14,926","","1.02","","0","","68","","7,442",""
"02/07/2017","423.23","","554,848","","106,366","","577,000","","-22,152","","31,124","","84,749","","0","","24,209","","0.81","","19","","60","","6,836",""
"02/08/2017","436.66","","674,658","","119,810","","577,000","","97,658","","34,367","","94,770","","0","","23,022","","0.81","","4,995","","49","","6,301",""
"02/09/2017","442.74","","732,913","","58,255","","577,000","","155,913","","69,918","","99,288","","0","","19,124","","1.43","","44,132","","51","","6,611",""
"02/10/2017","449.16","","796,961","","64,048","","577,000","","219,961","","80,351","","112,641","","0","","19,412","","0.26","","54,482","","63","","6,394",""
"02/11/2017","444.73","","752,485","","-44,476","","577,000","","175,485","","79,247","","56,824","","0","","19,457","","0.00","","53,241","","76","","6,473",""
"02/12/2017","436.80","","675,970","","-76,515","","577,000","","98,970","","74,270","","35,697","","3","","19,132","","0.00","","48,347","","83","","6,708",""
"02/13/2017","430.29","","616,250","","-59,720","","577,000","","39,250","","56,478","","26,370","","0","","18,728","","0.00","","31,099","","66","","6,585",""
"02/14/2017","426.38","","581,798","","-34,452","","577,000","","4,798","","38,491","","21,125","","3","","22,965","","0.00","","8,953","","50","","6,523",""
"02/15/2017","423.02","","553,072","","-28,726","","577,000","","-23,928","","32,689","","18,210","","3","","26,389","","0.00","","108","","55","","6,137",""
"02/16/2017","419.46","","523,584","","-29,488","","577,000","","-53,416","","32,311","","17,444","","0","","26,145","","0.24","","69","","55","","6,042",""
"02/17/2017","415.97","","495,586","","-27,998","","577,000","","-81,414","","32,217","","18,102","","0","","25,862","","0.68","","8","","57","","6,290",""
"02/18/2017","412.28","","466,989","","-28,597","","577,000","","-110,011","","32,977","","18,560","","0","","25,602","","0.34","","0","","61","","7,314",""
"02/19/2017","408.20","","436,553","","-30,436","","577,000","","-140,447","","32,567","","17,222","","0","","25,295","","0.13","","0","","66","","7,206",""
"02/20/2017","409.98","","449,667","","13,114","","577,000","","-127,333","","31,756","","38,368","","0","","24,329","","2.44","","0","","67","","7,360",""
"02/21/2017","420.72","","533,913","","84,246","","577,000","","-43,087","","31,808","","74,281","","0","","24,597","","2.44","","14","","55","","7,142",""
"02/22/2017","423.15","","554,172","","20,259","","577,000","","-22,828","","32,217","","42,442","","11","","25,415","","0.01","","84","","68","","6,650",""
"02/23/2017","422.48","","548,545","","-5,627","","577,000","","-28,455","","32,231","","29,400","","6","","25,459","","0.00","","91","","55","","6,626",""
"02/24/2017","420.14","","529,139","","-19,406","","577,000","","-47,861","","32,658","","22,874","","0","","25,701","","0.00","","73","","66","","6,818",""
"02/25/2017","416.78","","502,007","","-27,132","","577,000","","-74,993","","32,725","","19,049","","3","","25,785","","0.00","","20","","72","","6,848",""
"02/26/2017","412.66","","469,888","","-32,119","","577,000","","-107,112","","32,726","","16,538","","5","","25,742","","0.00","","0","","78","","6,906",""
"02/27/2017","407.87","","434,148","","-35,740","","577,000","","-142,852","","33,175","","15,161","","5","","26,104","","0.05","","0","","55","","7,016",""
"02/28/2017","403.68","","404,391","","-29,757","","577,000","","-172,609","","28,233","","13,236","","5","","21,228","","0.01","","0","","65","","6,940",""
"03/01/2017","401.76","","391,225","","-13,166","","577,000","","-185,775","","18,942","","12,304","","0","","12,091","","0.00","","0","","71","","6,780",""
"03/02/2017","400.62","","383,550","","-7,675","","577,000","","-193,450","","15,098","","11,243","","14","","8,236","","0.00","","0","","74","","6,788",""
"03/03/2017","400.02","","379,544","","-4,006","","577,000","","-197,456","","12,741","","10,725","","4","","5,903","","0.00","","0","","76","","6,762",""
"03/04/2017","399.63","","376,967","","-2,577","","577,000","","-200,033","","11,601","","10,306","","4","","4,992","","0.33","","0","","71","","6,538",""
"03/05/2017","400.07","","379,877","","2,910","","577,000","","-197,123","","9,740","","11,225","","18","","3,196","","0.19","","0","","66","","6,478",""
"03/06/2017","400.66","","383,817","","3,940","","577,000","","-193,183","","8,284","","10,270","","0","","1,751","","0.02","","0","","53","","6,480",""
"03/07/2017","400.69","","384,018","","201","","577,000","","-192,982","","7,773","","7,881","","7","","2,149","","0.00","","0","","76","","5,548",""
"03/08/2017","400.76","","384,485","","467","","577,000","","-192,515","","7,250","","7,496","","11","","2,321","","0.00","","0","","70","","4,859",""
"03/09/2017","401.24","","387,710","","3,225","","577,000","","-189,290","","6,352","","7,992","","14","","1,401","","0.00","","0","","65","","4,886",""
"03/10/2017","402.34","","395,172","","7,462","","577,000","","-181,828","","5,851","","9,627","","14","","933","","0.00","","0","","65","","4,853",""
"03/11/2017","403.44","","402,730","","7,558","","577,000","","-174,270","","5,254","","9,083","","19","","386","","0.00","","0","","69","","4,799",""
"03/12/2017","404.34","","408,985","","--","","577,000","","-168,015","","5,669","","8,842","","19","","820","","0.00","","0","","66","","4,783",""
"03/13/2017","405.21","","415,092","","6,107","","577,000","","-161,908","","5,987","","9,097","","31","","1,152","","0.00","","0","","66","","4,769",""
"03/14/2017","406.15","","421,759","","6,667","","577,000","","-155,241","","6,042","","9,432","","29","","1,154","","0.00","","0","","73","","4,815",""
"03/15/2017","407.23","","429,513","","7,754","","577,000","","-147,487","","5,675","","9,616","","32","","852","","0.00","","0","","77","","4,746",""
"03/16/2017","408.54","","439,043","","9,530","","577,000","","-137,957","","5,616","","10,441","","20","","856","","0.00","","0","","70","","4,690",""
"03/17/2017","409.91","","449,149","","10,106","","578,830","","-129,681","","5,514","","10,641","","32","","858","","0.00","","0","","72","","4,584",""
"03/18/2017","411.30","","459,563","","10,414","","583,699","","-124,136","","5,621","","10,896","","25","","862","","0.00","","0","","78","","4,681",""
"03/19/2017","412.75","","470,575","","11,012","","589,379","","-118,804","","5,590","","11,163","","21","","864","","0.00","","0","","79","","4,647",""
"03/20/2017","414.17","","481,511","","10,936","","592,568","","-111,057","","5,536","","11,065","","16","","866","","0.20","","0","","63","","4,607",""
"03/21/2017","416.91","","503,037","","21,526","","580,861","","-77,824","","5,505","","16,358","","0","","868","","0.61","","0","","76","","4,561",""
"03/22/2017","421.09","","536,964","","33,927","","582,634","","-45,670","","5,429","","22,534","","0","","473","","0.84","","0","","70","","4,886",""
"03/23/2017","423.68","","558,654","","21,690","","588,268","","-29,614","","5,349","","16,307","","23","","83","","0.00","","0","","55","","5,211",""
"03/24/2017","425.57","","574,799","","16,145","","593,901","","-19,102","","6,066","","14,206","","0","","829","","0.30","","0","","75","","5,162",""
"03/25/2017","427.20","","588,929","","14,130","","599,535","","-10,606","","5,931","","13,075","","20","","713","","0.00","","0","","81","","5,137",""
"03/26/2017","428.73","","602,372","","13,443","","605,169","","-2,797","","5,655","","12,470","","38","","494","","0.18","","0","","80","","5,081",""
"03/27/2017","429.52","","609,380","","7,008","","610,803","","-1,423","","8,946","","12,491","","12","","193","","0.00","","3,564","","68","","5,121",""
"03/28/2017","428.96","","604,401","","-4,979","","616,437","","-12,036","","13,712","","11,252","","50","","0","","0.00","","8,436","","51","","5,225",""
"03/29/2017","427.57","","592,167","","-12,234","","622,070","","-29,903","","15,466","","9,330","","32","","0","","0.00","","10,066","","71","","5,329",""
"03/30/2017","427.23","","589,192","","-2,975","","627,704","","-38,512","","12,993","","11,563","","70","","0","","0.00","","7,597","","86","","5,310",""
"03/31/2017","427.39","","590,592","","1,400","","633,338","","-42,746","","11,546","","12,325","","73","","0","","0.00","","6,213","","83","","5,250",""
"04/01/2017","427.38","","590,504","","--","","638,972","","-48,468","","10,242","","10,236","","38","","0","","0.00","","4,971","","61","","5,210",""
"04/02/2017","427.44","","591,029","","525","","644,606","","-53,577","","9,899","","10,219","","55","","0","","0.00","","4,795","","88","","5,016",""
"04/03/2017","427.77","","593,917","","2,888","","650,239","","-56,322","","9,557","","11,077","","64","","0","","0.00","","4,450","","91","","5,016",""
"04/04/2017","428.15","","597,254","","3,337","","655,873","","-58,619","","9,157","","10,883","","44","","0","","0.00","","4,253","","93","","4,811",""
"04/05/2017","428.43","","599,724","","2,470","","661,507","","-61,783","","8,972","","10,255","","38","","0","","0.00","","4,040","","89","","4,843",""
"04/06/2017","428.72","","602,283","","2,559","","667,141","","-64,858","","9,463","","10,791","","38","","0","","0.00","","4,439","","72","","4,952",""
"04/07/2017","430.55","","618,581","","16,298","","672,775","","-54,194","","9,014","","17,231","","0","","0","","2.13","","3,968","","68","","4,978",""
"04/08/2017","433.74","","647,541","","28,960","","678,408","","-30,867","","9,028","","23,628","","0","","0","","0.40","","4,060","","73","","4,895",""
"04/09/2017","435.10","","660,096","","12,555","","684,042","","-23,946","","9,268","","15,632","","34","","0","","0.00","","4,365","","79","","4,824",""
"04/10/2017","435.93","","667,821","","7,725","","689,676","","-21,855","","9,324","","13,266","","47","","0","","0.00","","4,430","","78","","4,816",""
"04/11/2017","436.46","","672,784","","4,963","","695,310","","-22,526","","9,802","","12,332","","28","","0","","0.00","","4,933","","71","","4,798",""
"04/12/2017","436.47","","672,877","","93","","700,944","","-28,067","","10,478","","10,537","","12","","0","","0.08","","5,948","","63","","4,467",""
"04/13/2017","438.22","","689,375","","16,498","","706,577","","-17,202","","11,073","","19,391","","0","","0","","0.49","","7,199","","55","","3,819",""
"04/14/2017","439.59","","702,436","","13,061","","712,211","","-9,775","","11,109","","17,751","","57","","0","","0.00","","6,345","","69","","4,695",""
"04/15/2017","440.46","","710,792","","8,356","","717,845","","-7,053","","10,544","","14,795","","38","","0","","0.00","","5,734","","76","","4,734",""
"04/16/2017","441.10","","716,965","","6,173","","723,479","","-6,514","","10,779","","13,891","","0","","0","","0.52","","5,969","","78","","4,732",""
"04/17/2017","441.94","","725,110","","8,145","","729,113","","-4,003","","10,952","","15,068","","10","","0","","0.08","","6,148","","79","","4,725",""
"04/18/2017","444.26","","747,840","","22,730","","734,746","","13,094","","11,128","","22,631","","43","","0","","0.01","","6,349","","79","","4,700",""
"04/19/2017","445.51","","760,225","","12,385","","740,380","","19,845","","13,449","","19,746","","53","","0","","0.00","","8,769","","78","","4,602",""
"04/20/2017","445.75","","762,612","","2,387","","746,014","","16,598","","15,437","","16,693","","53","","0","","0.09","","11,206","","70","","4,161",""
"04/21/2017","445.74","","762,512","","-100","","751,648","","10,864","","15,039","","15,042","","53","","0","","0.00","","10,325","","72","","4,642",""
"04/22/2017","445.48","","759,927","","-2,585","","757,282","","2,645","","15,621","","14,371","","53","","0","","0.00","","10,821","","79","","4,721",""
"04/23/2017","444.98","","754,955","","-4,972","","762,916","","-7,960","","15,805","","13,357","","59","","0","","0.00","","10,994","","80","","4,731",""
"04/24/2017","444.52","","750,409","","-4,546","","768,549","","-18,140","","15,693","","13,437","","36","","0","","0.02","","10,890","","81","","4,722",""
"04/25/2017","443.92","","744,484","","-5,925","","774,183","","-29,699","","15,597","","12,656","","46","","0","","0.00","","10,778","","80","","4,739",""
"04/26/2017","443.43","","739,673","","-4,811","","779,817","","-40,144","","15,713","","13,303","","16","","0","","0.01","","10,660","","90","","4,963",""
"04/27/2017","443.28","","738,200","","-1,473","","785,451","","-47,251","","15,527","","14,836","","52","","0","","0.00","","10,582","","67","","4,878",""
"04/28/2017","443.00","","735,450","","-2,750","","791,084","","-55,634","","15,427","","14,142","","101","","0","","0.00","","10,618","","105","","4,704",""
"04/29/2017","442.49","","730,473","","-4,977","","796,718","","-66,245","","15,664","","13,223","","68","","0","","0.00","","10,863","","104","","4,697",""
"04/30/2017","441.79","","723,656","","-6,817","","802,352","","-78,696","","15,831","","12,462","","68","","0","","0.00","","10,940","","109","","4,782",""
"05/01/2017","441.27","","718,613","","-5,043","","807,986","","-89,373","","15,629","","13,184","","97","","0","","0.00","","10,782","","103","","4,744",""
"05/02/2017","440.72","","713,297","","-5,316","","813,620","","-100,323","","15,546","","12,949","","83","","0","","0.00","","10,654","","105","","4,787",""
"05/03/2017","440.43","","710,503","","-2,794","","819,254","","-108,750","","15,503","","14,148","","54","","0","","0.00","","10,545","","124","","4,834",""
"05/04/2017","440.53","","711,467","","964","","824,887","","-113,420","","15,473","","16,049","","90","","0","","0.00","","10,531","","134","","4,808",""
"05/05/2017","441.14","","717,353","","5,886","","830,521","","-113,168","","15,338","","18,385","","80","","0","","0.00","","10,397","","137","","4,804",""
"05/06/2017","442.48","","730,376","","13,023","","836,155","","-105,779","","13,338","","19,962","","58","","0","","0.00","","8,439","","109","","4,790",""
"05/07/2017","443.47","","740,065","","9,689","","841,789","","-101,724","","11,616","","16,563","","62","","0","","0.00","","6,791","","128","","4,697",""
"05/08/2017","444.33","","748,531","","8,466","","847,422","","-98,892","","11,055","","15,392","","69","","0","","0.00","","6,338","","131","","4,586",""
"05/09/2017","445.39","","759,032","","10,501","","853,056","","-94,024","","9,747","","15,127","","86","","0","","0.00","","4,950","","141","","4,656",""
"05/10/2017","446.02","","765,298","","6,266","","858,690","","-93,392","","9,869","","13,114","","86","","0","","0.00","","5,089","","144","","4,636",""
"05/11/2017","446.97","","774,809","","9,511","","864,324","","-89,515","","9,188","","14,053","","70","","0","","0.00","","4,557","","139","","4,492",""
"05/12/2017","448.24","","787,620","","12,811","","869,958","","-82,338","","8,957","","15,500","","84","","0","","0.00","","4,162","","151","","4,644",""
"05/13/2017","449.36","","799,003","","11,383","","875,592","","-76,588","","8,949","","14,766","","78","","0","","0.00","","4,252","","126","","4,571",""
"05/14/2017","450.09","","806,459","","7,456","","881,225","","-74,766","","9,192","","13,026","","75","","0","","0.00","","4,469","","165","","4,558",""
"05/15/2017","450.68","","812,519","","6,060","","886,859","","-74,340","","9,515","","12,648","","78","","0","","0.00","","4,820","","151","","4,544",""
"05/16/2017","451.10","","816,838","","4,319","","892,493","","-75,655","","9,256","","11,464","","31","","0","","0.00","","4,718","","153","","4,385",""
"05/17/2017","451.39","","819,834","","2,996","","898,127","","-78,293","","9,718","","11,293","","65","","0","","0.00","","4,833","","148","","4,737",""
"05/18/2017","451.54","","821,384","","1,550","","903,761","","-82,377","","9,970","","10,847","","96","","0","","0.00","","5,328","","159","","4,483",""
"05/19/2017","451.54","","821,384","","0","","909,394","","-88,010","","10,129","","10,215","","86","","0","","0.00","","4,898","","173","","5,058",""
"05/20/2017","451.64","","822,417","","1,033","","915,028","","-92,611","","10,033","","10,643","","89","","0","","0.00","","4,903","","172","","4,958",""
"05/21/2017","451.89","","825,000","","2,583","","920,662","","-95,662","","10,148","","11,556","","106","","0","","0.00","","4,917","","170","","5,061",""
"05/22/2017","452.39","","830,190","","5,190","","926,296","","-96,106","","10,165","","12,882","","100","","0","","0.00","","4,943","","168","","5,054",""
"05/23/2017","453.10","","837,574","","7,384","","931,930","","-94,356","","10,212","","14,049","","114","","0","","0.00","","4,986","","179","","5,047",""
"05/24/2017","453.92","","846,145","","8,571","","937,563","","-91,418","","10,073","","14,515","","121","","0","","0.00","","4,851","","187","","5,035",""
"05/25/2017","455.14","","858,975","","12,830","","943,197","","-84,222","","8,831","","15,372","","73","","0","","0.00","","3,657","","183","","4,991",""
"05/26/2017","456.36","","871,894","","12,919","","948,831","","-76,937","","8,514","","15,097","","70","","0","","0.00","","3,514","","167","","4,833",""
"05/27/2017","457.61","","885,216","","13,322","","954,465","","-69,249","","7,224","","14,007","","67","","0","","0.00","","2,136","","175","","4,913",""
"05/28/2017","458.90","","899,053","","13,837","","960,099","","-61,046","","7,134","","14,192","","82","","0","","0.00","","2,068","","179","","4,887",""
"05/29/2017","460.11","","912,122","","13,069","","965,732","","-53,610","","7,146","","13,825","","90","","0","","0.00","","2,104","","181","","4,861",""
"05/30/2017","461.23","","924,297","","12,175","","971,366","","-47,069","","6,786","","13,011","","87","","0","","0.00","","3,515","","177","","3,094",""
"05/31/2017","462.38","","936,873","","12,576","","977,000","","-40,127","","6,366","","12,760","","54","","0","","0.21","","4,072","","154","","2,140",""
"06/01/2017","463.19","","945,773","","8,900","","977,000","","-31,227","","6,938","","11,516","","91","","0","","0.00","","4,333","","147","","2,458",""
"06/02/2017","463.76","","952,063","","6,290","","977,000","","-24,937","","7,506","","10,772","","95","","0","","0.00","","2,526","","176","","4,804",""
"06/03/2017","463.69","","951,290","","-773","","977,000","","-25,710","","10,975","","10,665","","80","","0","","0.00","","5,946","","186","","4,843",""
"06/04/2017","463.32","","947,208","","-4,082","","977,000","","-29,792","","12,770","","10,825","","113","","0","","0.00","","7,721","","180","","4,869",""
"06/05/2017","463.00","","943,677","","-3,531","","977,000","","-33,323","","12,754","","11,069","","95","","0","","0.00","","7,696","","181","","4,877",""
"06/06/2017","462.50","","938,190","","-5,487","","977,000","","-38,810","","13,303","","10,650","","113","","0","","0.00","","7,650","","182","","5,471",""
"06/07/2017","461.95","","932,156","","-6,034","","977,000","","-44,844","","12,742","","9,812","","112","","0","","0.00","","6,991","","184","","5,567",""
"06/08/2017","461.58","","928,117","","-4,039","","977,000","","-48,883","","11,567","","9,603","","72","","0","","0.25","","4,651","","159","","6,757",""
"06/09/2017","461.52","","927,462","","-655","","977,000","","-49,538","","10,566","","10,294","","58","","0","","0.00","","1,860","","152","","8,554",""
"06/10/2017","461.52","","927,462","","0","","977,000","","-49,538","","8,941","","9,031","","90","","0","","0.00","","674","","169","","8,098",""
"06/11/2017","461.52","","927,462","","0","","977,000","","-49,538","","7,772","","7,852","","80","","0","","0.00","","0","","157","","7,615",""
"06/12/2017","461.31","","925,170","","-109","","977,000","","-51,830","","7,323","","6,221","","54","","0","","0.00","","0","","174","","7,149",""
"06/13/2017","461.10","","922,878","","0","","977,000","","-54,122","","7,900","","6,820","","76","","0","","0.00","","0","","180","","7,720",""
"06/14/2017","460.89","","920,592","","0","","977,000","","-56,408","","7,797","","6,741","","97","","0","","0.00","","0","","191","","7,606",""
"06/15/2017","460.68","","918,311","","0","","977,000","","-58,689","","6,574","","5,536","","112","","0","","0.00","","0","","187","","6,387",""
"06/16/2017","460.48","","916,140","","-109","","977,000","","-60,860","","6,829","","5,853","","119","","0","","0.00","","0","","191","","6,638",""
"06/17/2017","460.33","","914,511","","0","","977,000","","-62,489","","6,823","","6,142","","140","","0","","0.00","","0","","199","","6,624",""
"06/18/2017","460.35","","914,728","","44","","977,000","","-62,272","","6,784","","7,012","","119","","0","","0.00","","0","","199","","6,585",""
"06/19/2017","460.50","","927,331","e","43","","977,000","","-49,669","","6,939","","2,027","","137","","0","","0.00","","0","","213","","6,726",""
"06/20/2017","460.82","","927,375","e","44","","977,000","","-49,625","","5,907","","7,792","","133","","0","","0.00","","0","","219","","5,688",""
"06/21/2017","461.12","","927,418","e","43","","977,000","","-49,582","","6,194","","7,966","","126","","0","","0.00","","0","","223","","5,971",""
"06/22/2017","461.52","","927,462","","44","","977,000","","-49,538","","5,352","","7,705","","152","","0","","0.00","","0","","221","","5,131",""
"06/23/2017","462.04","","933,141","","5,679","","977,000","","-43,859","","4,704","","7,716","","149","","0","","0.00","","0","","235","","4,469",""
"06/24/2017","462.62","","939,507","","6,366","","977,000","","-37,493","","4,438","","7,774","","127","","0","","0.00","","0","","226","","4,212",""
"06/25/2017","463.07","","944,449","","4,942","","977,000","","-32,551","","4,527","","7,168","","149","","0","","0.00","","0","","223","","4,304",""
"06/26/2017","463.40","","948,091","","3,642","","977,000","","-28,909","","4,508","","6,494","","150","","0","","0.00","","0","","227","","4,281",""
"06/27/2017","463.64","","950,739","","2,648","","977,000","","-26,261","","4,510","","5,958","","113","","0","","0.00","","0","","213","","4,297",""
"06/28/2017","463.78","","952,284","","1,545","","977,000","","-24,716","","4,211","","5,085","","95","","0","","0.00","","0","","208","","4,003",""
